transaction_id,account_id,transaction_date,transaction_type,channel,amount,currency,status
237,253,2025-05-16,payment,mobile_app,4390.7,BRL,approved
238,364,2025-09-24,transfer_out,mobile_app,2170.32,BRL,approved
239,23,2025-10-15,withdrawal,atm,2501.06,BRL,pending
240,145,2025-09-28,payment,atm,3068.53,BRL,pending
241,85,2026-05-19,payment,internet_banking,3686.98,BRL,rejected
242,337,2025-06-02,transfer_in,mobile_app,275.58,BRL,approved
243,94,2025-06-17,deposit,branch,2356.54,BRL,pending
244,60,2026-01-01,transfer_in,branch,213.55,BRL,pending
245,253,2025-06-01,deposit,mobile_app,4230.73,BRL,approved
246,48,2025-07-04,withdrawal,internet_banking,4342.18,BRL,rejected
247,140,2025-08-06,transfer_out,mobile_app,4455.56,BRL,rejected
248,293,2025-03-20,withdrawal,internet_banking,2087.93,BRL,pending
249,347,2025-01-27,deposit,atm,4437.96,BRL,approved
250,202,2025-04-19,payment,atm,2955.79,BRL,approved
251,15,2026-05-07,deposit,branch,2306.56,BRL,approved
252,305,2025-02-14,deposit,branch,1653.84,BRL,approved
253,375,2025-02-19,transfer_out,atm,655.31,BRL,approved
254,29,2026-01-26,deposit,mobile_app,2740.31,BRL,pending
255,131,2026-02-13,withdrawal,mobile_app,1208.0,BRL,approved
256,107,2026-02-17,withdrawal,atm,1948.63,BRL,approved
257,62,2026-03-19,payment,atm,2459.32,BRL,rejected
258,68,2026-01-12,payment,internet_banking,3330.95,BRL,pending
259,229,2026-03-10,transfer_in,mobile_app,2387.43,BRL,pending
260,189,2026-03-13,transfer_out,mobile_app,939.92,BRL,approved
261,263,2025-08-18,payment,internet_banking,4866.63,BRL,pending
262,270,2026-04-25,transfer_out,branch,429.01,BRL,approved
263,245,2025-05-11,payment,atm,751.55,BRL,approved
264,268,2025-02-18,transfer_in,mobile_app,1484.45,BRL,approved
265,263,2026-02-27,deposit,mobile_app,2558.15,BRL,pending
266,339,2025-12-30,transfer_out,atm,4066.0,BRL,rejected
267,42,2026-04-19,transfer_out,internet_banking,91.18,BRL,approved
268,202,2025-11-01,deposit,atm,425.62,BRL,rejected
269,371,2026-04-06,transfer_in,atm,3789.2,BRL,approved
270,96,2025-09-23,withdrawal,mobile_app,933.59,BRL,pending
271,274,2025-04-30,deposit,mobile_app,39.18,BRL,approved
272,336,2026-02-19,transfer_in,branch,2306.21,BRL,approved
273,317,2026-02-09,transfer_out,atm,1810.04,BRL,approved
274,65,2025-04-25,withdrawal,mobile_app,79.24,BRL,approved
275,14,2025-05-29,withdrawal,internet_banking,2410.77,BRL,pending
276,321,2025-11-05,transfer_out,branch,962.66,BRL,approved
277,243,2025-06-20,transfer_in,internet_banking,118.87,BRL,pending
278,249,2026-04-06,transfer_in,internet_banking,107.94,BRL,approved
279,151,2026-02-06,transfer_out,mobile_app,4148.96,BRL,approved
280,5,2026-03-19,deposit,branch,3155.75,BRL,pending
281,378,2025-10-25,transfer_out,mobile_app,2983.24,BRL,pending
282,205,2026-05-15,transfer_in,internet_banking,2571.65,BRL,approved
283,271,2025-11-20,deposit,mobile_app,2115.8,BRL,approved
284,332,2025-04-30,transfer_in,branch,4446.81,BRL,rejected
285,331,2026-03-23,payment,mobile_app,2247.14,BRL,approved
286,148,2026-03-25,withdrawal,internet_banking,2351.51,BRL,rejected
287,113,2025-12-14,transfer_out,branch,4546.26,BRL,approved
288,151,2026-01-04,transfer_in,branch,4799.42,BRL,approved
289,319,2025-03-30,withdrawal,branch,1419.46,BRL,approved
290,89,2026-05-19,withdrawal,mobile_app,790.01,BRL,pending
291,253,2025-02-18,payment,mobile_app,1181.25,BRL,approved
292,134,2025-06-28,payment,mobile_app,3387.87,BRL,approved
293,173,2025-08-21,transfer_in,mobile_app,578.71,BRL,rejected
294,115,2025-12-15,transfer_in,atm,1296.53,BRL,approved
295,286,2025-04-17,payment,mobile_app,4482.63,BRL,pending
296,235,2025-04-15,deposit,mobile_app,4873.55,BRL,rejected
297,54,2025-07-30,withdrawal,atm,3153.33,BRL,approved
298,373,2026-05-26,payment,mobile_app,3543.74,BRL,approved
299,332,2025-05-22,payment,mobile_app,1679.69,BRL,approved
300,225,2025-01-07,transfer_in,internet_banking,3848.4,BRL,pending
301,175,2025-03-29,payment,atm,2530.06,BRL,approved
302,367,2025-09-09,transfer_in,internet_banking,1809.61,BRL,rejected
303,216,2026-03-16,withdrawal,branch,698.59,BRL,pending
304,235,2026-01-06,transfer_out,mobile_app,3975.09,BRL,pending
305,75,2025-03-13,deposit,mobile_app,3590.95,BRL,approved
306,162,2025-06-18,transfer_in,branch,4909.91,BRL,approved
307,202,2025-06-04,deposit,mobile_app,3304.28,BRL,rejected
308,152,2025-11-08,transfer_in,atm,2015.99,BRL,approved
309,5,2025-05-31,payment,branch,4502.04,BRL,pending
310,330,2026-03-29,withdrawal,atm,4439.02,BRL,pending
311,102,2025-12-09,payment,branch,430.56,BRL,approved
312,267,2025-04-06,transfer_out,atm,1426.8,BRL,rejected
313,175,2025-09-22,withdrawal,internet_banking,126.87,BRL,approved
314,372,2025-04-24,transfer_in,mobile_app,4934.9,BRL,approved
315,133,2025-02-18,transfer_out,mobile_app,1778.82,BRL,pending
316,153,2026-04-10,transfer_out,atm,3686.92,BRL,approved
317,298,2025-08-28,transfer_out,atm,3576.09,BRL,approved
318,146,2026-01-22,transfer_out,internet_banking,3365.44,BRL,approved
319,168,2026-01-05,transfer_out,branch,2916.02,BRL,approved
320,76,2025-03-25,transfer_in,mobile_app,4143.9,BRL,approved
321,218,2026-04-02,withdrawal,mobile_app,2386.5,BRL,approved
322,347,2026-02-09,transfer_out,atm,2019.74,BRL,rejected
323,256,2026-05-17,transfer_in,branch,4982.59,BRL,approved
324,74,2026-04-14,transfer_out,internet_banking,644.35,BRL,rejected
325,271,2026-04-12,deposit,branch,3475.41,BRL,approved
326,81,2025-05-02,transfer_out,branch,1852.97,BRL,approved
327,62,2025-02-11,payment,internet_banking,2863.11,BRL,approved
328,191,2025-11-07,payment,atm,4955.19,BRL,pending
329,15,2026-03-08,withdrawal,mobile_app,719.28,BRL,approved
330,146,2026-05-16,withdrawal,mobile_app,923.55,BRL,approved
331,281,2025-02-15,payment,branch,347.15,BRL,pending
332,294,2025-12-12,payment,branch,2833.16,BRL,pending
333,369,2025-05-22,transfer_out,branch,672.72,BRL,pending
334,342,2025-11-30,transfer_in,mobile_app,753.42,BRL,rejected
335,341,2025-08-27,transfer_out,branch,2054.05,BRL,approved
336,277,2026-03-30,deposit,atm,4790.82,BRL,approved
337,85,2025-11-13,deposit,mobile_app,2864.25,BRL,rejected
338,44,2025-02-24,withdrawal,internet_banking,4776.29,BRL,pending
339,258,2025-07-04,deposit,mobile_app,610.21,BRL,approved
340,106,2026-03-31,withdrawal,mobile_app,4150.16,BRL,rejected
341,311,2025-02-16,payment,branch,2014.97,BRL,approved
342,175,2025-01-25,transfer_in,atm,910.73,BRL,pending
343,132,2025-04-12,deposit,internet_banking,582.08,BRL,approved
344,74,2025-04-02,withdrawal,internet_banking,1285.22,BRL,approved
345,209,2025-11-30,withdrawal,internet_banking,303.98,BRL,approved
346,366,2025-04-12,deposit,atm,1497.14,BRL,approved
347,212,2025-05-04,payment,mobile_app,1297.09,BRL,approved
348,123,2026-05-20,transfer_out,branch,2934.29,BRL,approved
349,138,2026-02-21,deposit,mobile_app,1598.5,BRL,pending
350,15,2025-01-20,transfer_in,atm,3171.37,BRL,rejected
351,301,2025-05-09,deposit,atm,1239.12,BRL,rejected
352,209,2026-05-28,transfer_in,internet_banking,428.7,BRL,approved
353,192,2025-09-09,transfer_out,branch,4926.69,BRL,rejected
354,232,2026-04-21,deposit,atm,15.0,BRL,approved
355,1,2026-05-09,deposit,atm,4668.2,BRL,rejected
356,129,2025-08-06,transfer_in,atm,4996.22,BRL,approved
357,83,2025-11-04,transfer_out,mobile_app,2819.78,BRL,pending
358,358,2025-10-14,deposit,branch,4154.19,BRL,approved
359,313,2025-11-22,transfer_out,atm,4787.51,BRL,approved
360,363,2025-11-26,transfer_in,atm,1372.34,BRL,approved
361,236,2025-05-17,transfer_out,mobile_app,1649.0,BRL,rejected
362,244,2025-06-27,deposit,branch,4508.21,BRL,rejected
363,357,2025-03-25,transfer_in,mobile_app,3814.7,BRL,rejected
364,16,2025-12-28,transfer_in,branch,3364.51,BRL,rejected
365,184,2025-01-09,transfer_in,mobile_app,894.16,BRL,pending
366,190,2025-08-15,withdrawal,mobile_app,2228.44,BRL,approved
367,349,2025-11-07,payment,internet_banking,965.64,BRL,approved
368,253,2026-05-20,payment,internet_banking,193.61,BRL,approved
369,101,2025-10-12,transfer_in,branch,563.62,BRL,approved
370,283,2025-06-29,withdrawal,mobile_app,3302.59,BRL,rejected
371,66,2025-08-22,deposit,atm,645.88,BRL,approved
372,348,2025-09-16,deposit,branch,4959.84,BRL,approved
373,219,2025-11-27,deposit,branch,4270.76,BRL,pending
374,141,2026-04-23,deposit,branch,3404.07,BRL,approved
375,265,2025-08-18,deposit,mobile_app,4420.17,BRL,approved
376,216,2025-01-06,transfer_out,branch,2249.82,BRL,approved
377,172,2025-01-26,deposit,internet_banking,4401.69,BRL,pending
378,39,2025-12-04,withdrawal,atm,992.42,BRL,approved
379,321,2026-03-19,deposit,mobile_app,149.09,BRL,rejected
380,321,2025-09-11,payment,mobile_app,4204.13,BRL,pending
381,123,2025-12-08,payment,internet_banking,4164.26,BRL,approved
382,308,2025-04-08,transfer_out,branch,2198.26,BRL,rejected
383,64,2025-02-04,deposit,branch,4872.88,BRL,approved
384,356,2025-03-05,deposit,branch,3915.4,BRL,approved
385,155,2025-03-09,transfer_out,mobile_app,3134.66,BRL,approved
386,287,2026-01-26,deposit,branch,1481.63,BRL,approved
387,317,2025-01-11,transfer_in,branch,1173.23,BRL,pending
388,238,2025-04-14,transfer_in,atm,4400.89,BRL,approved
389,233,2025-07-17,transfer_out,mobile_app,1647.69,BRL,approved
390,7,2025-07-18,transfer_out,internet_banking,3569.36,BRL,rejected
391,132,2026-04-01,payment,internet_banking,2110.82,BRL,approved
392,71,2025-11-16,deposit,branch,311.85,BRL,rejected
393,334,2025-05-30,payment,internet_banking,1562.83,BRL,pending
394,159,2026-01-13,transfer_out,mobile_app,1721.07,BRL,rejected
395,301,2025-02-25,withdrawal,branch,296.02,BRL,approved
396,101,2025-07-26,withdrawal,mobile_app,3206.37,BRL,approved
397,97,2026-04-24,transfer_in,atm,3476.96,BRL,rejected
398,290,2026-03-05,payment,atm,3084.35,BRL,approved
399,54,2025-02-13,transfer_in,branch,4381.77,BRL,approved
400,2,2026-04-23,withdrawal,internet_banking,3469.17,BRL,approved
401,247,2026-01-20,payment,internet_banking,4038.28,BRL,pending
402,95,2025-03-17,deposit,atm,1820.46,BRL,approved
403,285,2026-03-27,deposit,internet_banking,720.59,BRL,rejected
404,185,2025-07-23,deposit,internet_banking,4876.79,BRL,approved
405,90,2025-06-28,withdrawal,atm,4428.06,BRL,rejected
406,126,2025-06-30,withdrawal,atm,987.98,BRL,approved
407,11,2025-04-24,withdrawal,atm,1900.82,BRL,approved
408,157,2026-01-17,transfer_in,internet_banking,1208.35,BRL,rejected
409,320,2025-03-08,transfer_in,mobile_app,4393.16,BRL,approved
410,67,2026-01-23,withdrawal,atm,966.49,BRL,approved
411,307,2025-09-08,transfer_in,mobile_app,4885.14,BRL,rejected
412,301,2025-10-29,withdrawal,internet_banking,4273.63,BRL,approved
413,127,2025-10-14,deposit,internet_banking,3151.0,BRL,rejected
414,300,2025-03-25,transfer_in,branch,1054.1,BRL,rejected
415,34,2026-01-19,withdrawal,branch,2547.98,BRL,rejected
416,238,2026-01-18,withdrawal,branch,1615.9,BRL,pending
417,243,2025-02-07,payment,internet_banking,2910.12,BRL,approved
418,104,2026-02-10,transfer_in,internet_banking,4317.21,BRL,approved
419,218,2026-01-19,transfer_in,atm,2861.14,BRL,rejected
420,44,2025-10-30,withdrawal,branch,3760.6,BRL,rejected
421,181,2026-04-22,withdrawal,atm,2923.97,BRL,pending
422,231,2026-01-12,transfer_in,branch,2168.2,BRL,approved
423,140,2026-03-29,transfer_in,internet_banking,133.34,BRL,approved
424,331,2025-03-26,deposit,atm,1801.87,BRL,rejected
425,263,2025-10-11,transfer_out,internet_banking,3221.84,BRL,approved
426,61,2025-07-25,deposit,atm,1807.58,BRL,approved
427,346,2025-10-09,payment,internet_banking,1257.62,BRL,rejected
428,71,2025-01-09,transfer_out,atm,4562.79,BRL,approved
